date_time,temp,rain_1h,clouds_all,traffic_volume,day_sin,day_cos,week_sin,week_cos
2016-09-29 17:00:00,0.7600188590287603,0.0,0.0,0.7587554067252685,0.017037086855465844,0.3705904774487397,0.40704419641854284,0.008716763383355863
2016-09-29 18:00:00,0.7381738173817387,0.0,0.0,0.5607646155992744,0.0,0.4999999999999999,0.38873953302184283,0.01253604390908819
2016-09-29 19:00:00,0.6988841741316993,0.0,0.0,0.4635133249616297,0.01703708685546579,0.6294095225512601,0.37059047744873985,0.01703708685546579
2016-09-29 20:00:00,0.6682382523966689,0.0,0.0,0.37002930096274594,0.0669872981077807,0.75,0.3526224127945478,0.02221359710692966
2016-09-29 21:00:00,0.6430928807166434,0.0,0.0,0.32510115808567047,0.14644660940672616,0.8535533905932737,0.3348604690224165,0.028058334845816213
2016-09-29 22:00:00,0.6440358321546444,0.0,0.0,0.27389423747732666,0.24999999999999978,0.9330127018922192,0.3173294878168025,0.03456312567789788
2016-09-29 23:00:00,0.6465503693226464,0.0,0.0,0.13994697921026927,0.37059047744873963,0.9829629131445341,0.30005398784012965,0.04171887206501185
2016-09-30 00:00:00,0.6423070878516424,0.0,0.0,0.07632203153341706,0.5,1.0,0.28305813044122097,0.04951556604879043
2016-09-30 01:00:00,0.6380638063806385,0.0,0.0,0.03781219478163807,0.6294095225512604,0.9829629131445341,0.266365685863469,0.057942303247695115
2016-09-30 02:00:00,0.6251768033946257,0.0,0.0,0.023440770196735034,0.75,0.9330127018922194,0.25000000000000033,0.06698729810778048
2016-09-30 03:00:00,0.6135470689926139,0.0,0.0,0.0393470071159481,0.8535533905932737,0.8535533905932737,0.23398396174233177,0.07663790038585788
2016-09-30 04:00:00,0.6204620462046209,0.0,0.0,0.09725129063764476,0.9330127018922193,0.75,0.21833997096818897,0.08688061284200255
2016-09-30 05:00:00,0.6261197548326267,0.0,0.0,0.34533277521975725,0.9829629131445341,0.6294095225512604,0.20308990721324932,0.09770111011666577
2016-09-30 06:00:00,0.6228194247996228,0.0,0.0,0.7547090832984512,1.0,0.5,0.18825509907063348,0.10908425876598493
2016-09-30 07:00:00,0.6251768033946257,0.0,0.0,0.8634017022464071,0.9829629131445341,0.3705904774487396,0.1738562943609394,0.12101413842727349
2016-09-30 08:00:00,0.6331918906176336,0.0,0.0,0.7191293428212641,0.9330127018922194,0.2500000000000001,0.1599136311145406,0.1334740640850866
2016-09-30 09:00:00,0.6386924406726385,0.0,0.0,0.6389005162550578,0.8535533905932737,0.14644660940672627,0.14644660940672627,0.14644660940672616
2016-09-30 10:00:00,0.6467075278956473,0.0,0.0,0.5957862425003488,0.75,0.06698729810778065,0.13347406408508666,0.1599136311145405
